word,word_mark,pos_tag,annotation
had,had,AUX,O
al,al,ADV,O
ready,##ready,ADV,O
le,le,VERB,O
aked,##aked,VERB,O
from,from,ADP,O
the,the,DET,O
h,h,NOUN,O
ull,##ull,NOUN,O
",",",",PUNCT,O
end,end,VERB,O
angering,##angering,VERB,O
sea,sea,NOUN,O
l,l,NOUN,O
ions,##ions,NOUN,O
",",",",PUNCT,O
pel,pel,NOUN,O
icans,##icans,NOUN,O
",",",",PUNCT,O
cr,cr,NOUN,O
abs,##abs,NOUN,O
and,and,CCONJ,O
other,other,ADJ,O
species,species,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
N,N,PROPN,O
ed,##ed,PROPN,O
Pot,Pot,PROPN,O
ter,##ter,PROPN,O
",",",",PUNCT,O
ABC,ABC,PROPN,O
News,News,PROPN,O
",",",",PUNCT,O
on,on,ADP,O
San,San,PROPN,B-geo
C,C,PROPN,I-geo
rist,##rist,PROPN,I-geo
obal,##obal,PROPN,I-geo
in,in,ADP,O
the,the,DET,B-geo
Gal,Gal,PROPN,I-geo
ap,##ap,PROPN,I-geo
agos,##agos,PROPN,I-geo
Is,Is,PROPN,I-geo
lands,##lands,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Most,Most,ADJ,O
of,of,ADP,O
the,the,DET,O
station,station,NOUN,O
is,is,AUX,O
expected,expected,VERB,O
to,to,PART,O
v,v,VERB,O
apor,##apor,VERB,O
ize,##ize,VERB,O
as,as,ADP,O
it,it,PRON,O
comes,comes,VERB,O
down,down,ADP,O
",",",",PUNCT,O
some,some,DET,O
fr,fr,NOUN,O
ag,##ag,NOUN,O
ments,##ments,NOUN,O
spl,spl,VERB,O
ashing,##ashing,VERB,O
into,into,ADP,O
the,the,DET,B-geo
Pacific,Pacific,PROPN,I-geo
Ocean,Ocean,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
While,While,SCONJ,O
I,I,PRON,O
was,was,AUX,O
watching,watching,VERB,O
a,a,DET,O
TV,TV,NOUN,O
channel,channel,NOUN,O
",",",",PUNCT,O
I,I,PRON,O
heard,heard,VERB,O
from,from,ADP,O
its,its,PRON,O
news,news,NOUN,O
",",",",PUNCT,O
"""","""",PUNCT,O
the,the,DET,O
tall,tall,ADJ,O
est,##est,ADJ,O
building,building,NOUN,O
bes,bes,ADP,O
ide,##ide,ADP,O
the,the,DET,B-geo
West,West,PROPN,I-geo
Lake,Lake,PROPN,I-geo
in,in,ADP,O
H,H,PROPN,B-geo
ang,##ang,PROPN,I-geo
zhou,##zhou,PROPN,I-geo
was,was,AUX,O
blast,blast,NOUN,O
dem,dem,VERB,O
ol,##ol,VERB,O
ished,##ished,VERB,O
only,only,ADV,O
14,14,NUM,O
years,years,NOUN,O
after,after,ADP,O
com,com,NOUN,O
pletion,##pletion,NOUN,O
",",",",PUNCT,O
because,because,SCONJ,O
it,it,PRON,O
ru,ru,VERB,O
ined,##ined,VERB,O
the,the,DET,O
West,West,PROPN,B-geo
Lake,Lake,PROPN,I-geo
views,views,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
"""","""",PUNCT,O
Maybe,Maybe,ADV,O
some,some,DET,O
people,people,NOUN,O
say,say,VERB,O
this,this,DET,O
tall,tall,ADJ,O
building,building,NOUN,O
has,has,AUX,O
ru,ru,VERB,O
ined,##ined,VERB,O
the,the,DET,O
West,West,PROPN,B-geo
Lake,Lake,PROPN,I-geo
views,views,NOUN,O
",",",",PUNCT,O
and,and,CCONJ,O
now,now,ADV,O
we,we,PRON,O
have,have,AUX,O
att,att,VERB,O
ached,##ached,VERB,O
import,import,NOUN,O
ance,##ance,NOUN,O
to,to,ADP,O
the,the,DET,O
scientific,scientific,ADJ,O
view,view,NOUN,O
of,of,ADP,O
development,development,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
This,This,DET,O
aff,aff,VERB,O
ect,##ect,VERB,O
s,##s,VERB,O
the,the,DET,B-geo
West,West,PROPN,I-geo
Lake,Lake,PROPN,I-geo
",",",",PUNCT,O
red,red,VERB,O
ucing,##ucing,VERB,O
t,t,NOUN,O
our,##our,NOUN,O
ists,##ists,NOUN,O
at,at,ADP,O
the,the,DET,O
sc,sc,ADJ,O
enic,##enic,ADJ,O
spot,spot,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
After,After,ADP,O
being,being,AUX,O
th,th,VERB,O
rown,##rown,VERB,O
out,out,ADP,O
",",",",PUNCT,O
D,D,PROPN,O
ing,##ing,PROPN,O
x,##x,PROPN,O
iang,##iang,PROPN,O
went,went,VERB,O
to,to,ADP,O
South,South,PROPN,B-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
In,In,ADP,O
January,January,PROPN,O
of,of,ADP,O
that,that,DET,O
year,year,NOUN,O
",",",",PUNCT,O
the,the,DET,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
government,government,NOUN,O
turned,turned,VERB,O
over,over,ADP,O
to,to,ADP,O
Disney,Disney,PROPN,B-geo
Cor,Cor,PROPN,O
por,##por,PROPN,O
ation,##ation,PROPN,O
200,200,NUM,O
he,he,NOUN,O
ct,##ct,NOUN,O
ares,##ares,NOUN,O
of,of,ADP,O
land,land,NOUN,O
at,at,ADP,O
the,the,DET,O
foot,foot,NOUN,O
of,of,ADP,O
L,L,PROPN,B-geo
ant,##ant,PROPN,I-geo
au,##au,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
that,that,DET,O
was,was,AUX,O
ob,ob,VERB,O
tained,##tained,VERB,O
follow,follow,VERB,O
ing,##ing,VERB,O
the,the,DET,O
largest,largest,ADJ,O
land,land,NOUN,O
re,re,NOUN,O
clamation,##clamation,NOUN,O
project,project,NOUN,O
in,in,ADP,O
recent,recent,ADJ,O
years,years,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
As,As,ADP,O
its,its,PRON,O
ne,ne,NOUN,O
igh,##igh,NOUN,O
bor,##bor,NOUN,O
on,on,ADP,O
L,L,PROPN,B-geo
ant,##ant,PROPN,I-geo
au,##au,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
",",",",PUNCT,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
International,International,PROPN,I-geo
Air,Air,PROPN,I-geo
port,##port,PROPN,I-geo
had,had,VERB,O
to,to,PART,O
change,change,VERB,O
its,its,PRON,O
flight,flight,NOUN,O
r,r,NOUN,O
out,##out,NOUN,O
es,##es,NOUN,O
to,to,PART,O
make,make,VERB,O
this,this,DET,O
area,area,NOUN,O
a,a,DET,O
no,no,DET,O
-,-,PUNCT,O
fly,fly,NOUN,O
zone,zone,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
You,You,PRON,O
can,can,AUX,O
go,go,VERB,O
to,to,PART,O
burn,burn,VERB,O
inc,inc,NOUN,O
ense,##ense,NOUN,O
and,and,CCONJ,O
make,make,VERB,O
a,a,DET,O
v,v,NOUN,O
ow,##ow,NOUN,O
at,at,ADP,O
the,the,DET,B-geo
Rep,Rep,PROPN,I-geo
ulse,##ulse,PROPN,I-geo
Bay,Bay,PROPN,I-geo
",",",",PUNCT,O
where,where,ADV,O
all,all,DET,O
de,de,NOUN,O
ities,##ities,NOUN,O
g,g,VERB,O
ather,##ather,VERB,O
.,.,PUNCT,O
###,###,SPACE,O
You,You,PRON,O
can,can,AUX,O
asc,asc,VERB,O
end,##end,VERB,O
Victoria,Victoria,PROPN,B-geo
Pe,Pe,PROPN,I-geo
ak,##ak,PROPN,I-geo
to,to,PART,O
get,get,VERB,O
a,a,DET,O
pan,pan,ADJ,O
or,##or,ADJ,O
amic,##amic,ADJ,O
view,view,NOUN,O
of,of,ADP,O
Victoria,Victoria,PROPN,B-geo
Har,Har,PROPN,I-geo
bor,##bor,PROPN,I-geo
's,'s,PART,O
beaut,beaut,ADJ,O
iful,##iful,ADJ,O
sc,sc,NOUN,O
enery,##enery,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
After,After,ADP,O
dark,dark,ADJ,O
",",",",PUNCT,O
cru,cru,NOUN,O
ise,##ise,NOUN,O
Victoria,Victoria,PROPN,B-geo
Har,Har,PROPN,I-geo
bor,##bor,PROPN,I-geo
at,at,ADP,O
night,night,NOUN,O
to,to,PART,O
en,en,VERB,O
joy,##joy,VERB,O
the,the,DET,O
en,en,ADJ,O
chant,##chant,ADJ,O
ing,##ing,ADJ,O
even,even,NOUN,O
ing,##ing,NOUN,O
view,view,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Or,Or,CCONJ,O
ride,ride,VERB,O
the,the,DET,O
g,g,ADJ,O
iant,##iant,ADJ,O
Fer,Fer,PROPN,O
ris,##ris,PROPN,O
wheel,wheel,NOUN,O
to,to,PART,O
get,get,VERB,O
a,a,DET,O
bird,bird,NOUN,O
's,'s,PART,O
eye,eye,NOUN,O
view,view,NOUN,O
from,from,ADP,O
high,high,ADV,O
above,above,ADV,O
of,of,ADP,O
the,the,DET,O
m,m,ADJ,O
agn,##agn,ADJ,O
ificent,##ificent,ADJ,O
pan,pan,NOUN,O
orama,##orama,NOUN,O
of,of,ADP,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
and,and,CCONJ,O
the,the,DET,B-geo
South,South,PROPN,I-geo
China,China,PROPN,I-geo
Sea,Sea,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
These,These,DET,O
items,items,NOUN,O
",",",",PUNCT,O
which,which,DET,O
were,were,VERB,O
the,the,DET,O
pr,pr,NOUN,O
ide,##ide,NOUN,O
of,of,ADP,O
the,the,DET,B-geo
Ocean,Ocean,PROPN,I-geo
Park,Park,PROPN,I-geo
",",",",PUNCT,O
have,have,AUX,O
made,made,VERB,O
this,this,DET,O
place,place,NOUN,O
the,the,DET,O
most,most,ADV,O
popular,popular,ADJ,O
t,t,NOUN,O
our,##our,NOUN,O
ist,##ist,NOUN,O
att,att,NOUN,O
raction,##raction,NOUN,O
in,in,ADP,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
for,for,ADP,O
some,some,DET,O
time,time,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
%,%,INTJ,O
p,p,X,O
w,##w,X,O
As,As,ADP,O
our,our,PRON,O
Victoria,Victoria,PROPN,B-geo
Har,Har,PROPN,I-geo
bor,##bor,PROPN,I-geo
is,is,AUX,O
%,%,ADV,O
p,p,X,O
w,##w,X,O
very,very,ADV,O
famous,famous,ADJ,O
",",",",PUNCT,O
and,and,CCONJ,O
",",",",PUNCT,O
er,er,INTJ,O
",",",",PUNCT,O
our,our,PRON,O
night,night,NOUN,O
scape,##scape,NOUN,O
is,is,VERB,O
al,al,ADV,O
ready,##ready,ADV,O
very,very,ADV,O
beaut,beaut,ADJ,O
iful,##iful,ADJ,O
",",",",PUNCT,O
by,by,ADP,O
what,what,PRON,O
me,me,VERB,O
ans,##ans,VERB,O
could,could,AUX,O
we,we,PRON,O
enh,enh,VERB,O
ance,##ance,VERB,O
the,the,DET,O
d,d,ADJ,O
ynamic,##ynamic,ADJ,O
beaut,beaut,NOUN,O
y,##y,NOUN,O
of,of,ADP,O
our,our,PRON,O
night,night,NOUN,O
scape,##scape,NOUN,O
?,?,PUNCT,O
So,So,ADV,O
",",",",PUNCT,O
one,one,NUM,O
ide,ide,NOUN,O
a,##a,NOUN,O
was,was,AUX,O
to,to,PART,O
transform,transform,VERB,O
Victoria,Victoria,PROPN,B-geo
Har,Har,PROPN,I-geo
bor,##bor,PROPN,I-geo
into,into,ADP,O
a,a,DET,O
performance,performance,NOUN,O
stage,stage,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Ten,Ten,NUM,O
land,land,NOUN,O
mark,##mark,NOUN,O
build,build,NOUN,O
ings,##ings,NOUN,O
l,l,VERB,O
ocated,##ocated,VERB,O
on,on,ADP,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
reve,reve,VERB,O
al,##al,VERB,O
them,them,PRON,O
selves,##selves,PRON,O
one,one,NUM,O
by,by,ADP,O
one,one,NUM,O
",",",",PUNCT,O
particip,particip,VERB,O
ating,##ating,VERB,O
in,in,ADP,O
the,the,DET,O
show,show,NOUN,O
in,in,ADP,O
full,full,ADJ,O
spl,spl,NOUN,O
endor,##endor,NOUN,O
",",",",PUNCT,O
present,present,VERB,O
ing,##ing,VERB,O
a,a,DET,O
world,world,NOUN,O
-,-,PUNCT,O
class,class,NOUN,O
light,light,ADJ,O
ext,ext,NOUN,O
rav,##rav,NOUN,O
agan,##agan,NOUN,O
za,##za,NOUN,O
to,to,ADP,O
a,a,DET,O
mus,mus,ADJ,O
ical,##ical,ADJ,O
rh,rh,NOUN,O
ythm,##ythm,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
In,In,ADP,O
recent,recent,ADJ,O
years,years,NOUN,O
",",",",PUNCT,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
's,'s,PART,O
t,t,NOUN,O
our,##our,NOUN,O
ist,##ist,NOUN,O
att,att,NOUN,O
ractions,##ractions,NOUN,O
have,have,AUX,O
grad,grad,ADV,O
ually,##ually,ADV,O
m,m,VERB,O
oved,##oved,VERB,O
from,from,ADP,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
to,to,ADP,O
K,K,PROPN,B-geo
owl,##owl,PROPN,I-geo
oon,##oon,PROPN,I-geo
and,and,CCONJ,O
the,the,DET,B-geo
New,New,PROPN,I-geo
Ter,Ter,PROPN,I-geo
rit,##rit,PROPN,I-geo
ory,##ory,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Two,Two,NUM,O
out,out,SCONJ,O
of,of,ADP,O
the,the,DET,O
four,four,NUM,O
new,new,ADJ,O
att,att,NOUN,O
ractions,##ractions,NOUN,O
particip,particip,VERB,O
ating,##ating,VERB,O
in,in,ADP,O
the,the,DET,O
2006,2006,NUM,O
Discover,Discover,PROPN,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
Year,Year,PROPN,O
are,are,AUX,O
l,l,VERB,O
ocated,##ocated,VERB,O
on,on,ADP,O
L,L,PROPN,B-geo
ant,##ant,PROPN,I-geo
au,##au,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
of,of,ADP,O
the,the,DET,B-geo
New,New,PROPN,I-geo
Ter,Ter,PROPN,I-geo
rit,##rit,PROPN,I-geo
ory,##ory,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
For,For,ADP,O
this,this,DET,O
reason,reason,NOUN,O
",",",",PUNCT,O
L,L,PROPN,B-geo
ant,##ant,PROPN,I-geo
au,##au,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
has,has,AUX,O
bec,bec,VERB,O
ome,##ome,VERB,O
a,a,DET,O
new,new,ADJ,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
t,t,NOUN,O
our,##our,NOUN,O
ism,##ism,NOUN,O
popular,popular,ADJ,O
spot,spot,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Therefore,Therefore,ADV,O
",",",",PUNCT,O
Hong,Hong,PROPN,B-geo
K,K,PROPN,I-geo
ong,##ong,PROPN,I-geo
's,'s,PART,O
T,T,PROPN,O
ian,##ian,PROPN,O
Tan,Tan,PROPN,O
G,G,PROPN,O
iant,##iant,PROPN,O
B,B,PROPN,O
udd,##udd,PROPN,O
ha,##ha,PROPN,O
at,at,ADP,O
the,the,DET,O
most,most,ADV,O
s,s,ADJ,O
outhern,##outhern,ADJ,O
tip,tip,NOUN,O
of,of,ADP,O
China,China,PROPN,B-geo
",",",",PUNCT,O
together,together,ADV,O
with,with,ADP,O
L,L,PROPN,O
ings,##ings,PROPN,O
han,##han,PROPN,O
G,G,PROPN,O
iant,##iant,PROPN,O
B,B,PROPN,O
udd,##udd,PROPN,O
ha,##ha,PROPN,O
in,in,ADP,O
the,the,DET,O
east,east,NOUN,O
",",",",PUNCT,O
L,L,PROPN,O
esh,##esh,PROPN,O
an,##an,PROPN,O
G,G,PROPN,O
iant,##iant,PROPN,O
B,B,PROPN,O
udd,##udd,PROPN,O
ha,##ha,PROPN,O
in,in,ADP,O
the,the,DET,O
west,west,NOUN,O
",",",",PUNCT,O
Y,Y,PROPN,O
ung,##ung,PROPN,O
ang,##ang,PROPN,O
G,G,PROPN,O
iant,##iant,PROPN,O
B,B,PROPN,O
udd,##udd,PROPN,O
ha,##ha,PROPN,O
in,in,ADP,O
the,the,DET,O
north,north,NOUN,O
",",",",PUNCT,O
and,and,CCONJ,O
Long,Long,PROPN,O
men,##men,PROPN,O
G,G,PROPN,O
iant,##iant,PROPN,O
B,B,PROPN,O
udd,##udd,PROPN,O
ha,##ha,PROPN,O
in,in,ADP,O
the,the,DET,B-geo
Central,Central,PROPN,I-geo
Pl,Pl,PROPN,I-geo
ains,##ains,PROPN,I-geo
",",",",PUNCT,O
exist,exist,VERB,O
as,as,ADP,O
the,the,DET,O
represent,represent,ADJ,O
ative,##ative,ADJ,O
B,B,PROPN,O
udd,##udd,PROPN,O
has,##has,PROPN,O
for,for,ADP,O
each,each,DET,O
of,of,ADP,O
the,the,DET,O
five,five,NUM,O
direct,direct,NOUN,O
ions,##ions,NOUN,O
of,of,ADP,O
China,China,PROPN,B-geo
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
important,important,ADJ,O
status,status,NOUN,O
of,of,ADP,O
L,L,PROPN,B-geo
ant,##ant,PROPN,I-geo
au,##au,PROPN,I-geo
Is,Is,PROPN,I-geo
land,##land,PROPN,I-geo
is,is,AUX,O
increasing,increasing,ADV,O
ly,##ly,ADV,O
app,app,ADJ,O
arent,##arent,ADJ,O
.,.,PUNCT,O
###,###,SPACE,O
Standing,Standing,VERB,O
tall,tall,ADV,O
on,on,ADP,O
Tai,Tai,PROPN,B-geo
hang,##hang,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
is,is,AUX,O
the,the,DET,O
Mon,Mon,PROPN,O
ument,##ument,PROPN,O
to,to,ADP,O
the,the,DET,O
H,H,PROPN,O
undred,##undred,PROPN,O
Reg,Reg,PROPN,O
iments,##iments,PROPN,O
Off,Off,PROPN,O
ensive,##ensive,PROPN,O
.,.,PUNCT,O
###,###,SPACE,O
This,This,DET,O
map,map,NOUN,O
was,was,AUX,O
the,the,DET,O
E,E,PROPN,O
ighth,##ighth,PROPN,O
Route,Route,PROPN,O
Army,Army,PROPN,O
's,'s,PART,O
dep,dep,NOUN,O
iction,##iction,NOUN,O
of,of,ADP,O
the,the,DET,O
Med,Med,PROPN,B-geo
iterranean,##iterranean,PROPN,I-geo
Sea,Sea,PROPN,I-geo
sit,sit,NOUN,O
uation,##uation,NOUN,O
at,at,ADP,O
that,that,DET,O
time,time,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
H,H,PROPN,O
undred,##undred,PROPN,O
Reg,Reg,PROPN,O
iments,##iments,PROPN,O
Off,Off,PROPN,O
ensive,##ensive,PROPN,O
deal,deal,VERB,O
t,##t,VERB,O
a,a,DET,O
dev,dev,ADJ,O
ast,##ast,ADJ,O
ating,##ating,ADJ,O
blow,blow,NOUN,O
to,to,ADP,O
the,the,DET,O
enemy,enemy,NOUN,O
at,at,ADP,O
Sh,Sh,PROPN,B-geo
i,##i,PROPN,I-geo
',##',PROPN,I-geo
na,##na,PROPN,I-geo
o,##o,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
Fr,Fr,ADJ,O
ust,##ust,ADJ,O
rated,##rated,ADJ,O
and,and,CCONJ,O
ang,ang,ADJ,O
ry,##ry,ADJ,O
",",",",PUNCT,O
the,the,DET,O
Japanese,Japanese,ADJ,O
arm,arm,NOUN,O
y,##y,NOUN,O
im,im,ADV,O
mediately,##mediately,ADV,O
de,de,VERB,O
ploy,##ploy,VERB,O
ed,##ed,VERB,O
a,a,DET,O
large,large,ADJ,O
number,number,NOUN,O
of,of,ADP,O
tro,tro,NOUN,O
ops,##ops,NOUN,O
in,in,ADP,O
an,an,DET,O
att,att,NOUN,O
empt,##empt,NOUN,O
to,to,PART,O
ret,ret,VERB,O
ake,##ake,VERB,O
Sh,Sh,PROPN,B-geo
i,##i,PROPN,I-geo
',##',PROPN,I-geo
na,##na,PROPN,I-geo
o,##o,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
To,To,ADP,O
the,the,DET,O
enemy,enemy,NOUN,O
's,'s,PART,O
complete,complete,ADJ,O
sur,sur,NOUN,O
prise,##prise,NOUN,O
",",",",PUNCT,O
des,des,ADJ,O
olate,##olate,ADJ,O
Sh,Sh,PROPN,B-geo
i,##i,PROPN,I-geo
',##',PROPN,I-geo
na,##na,PROPN,I-geo
o,##o,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
had,had,AUX,O
been,been,AUX,O
turned,turned,VERB,O
into,into,ADP,O
a,a,DET,O
strong,strong,ADJ,O
combat,combat,NOUN,O
fort,fort,NOUN,O
ress,##ress,NOUN,O
by,by,ADP,O
our,our,PRON,O
tro,tro,NOUN,O
ops,##ops,NOUN,O
in,in,ADP,O
less,less,ADJ,O
than,than,SCONJ,O
a,a,DET,O
night,night,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Like,Like,ADP,O
a,a,DET,O
l,l,NOUN,O
ion,##ion,NOUN,O
with,with,ADP,O
its,its,PRON,O
mouth,mouth,NOUN,O
wide,wide,ADV,O
open,open,ADJ,O
",",",",PUNCT,O
tower,tower,VERB,O
ing,##ing,VERB,O
and,and,CCONJ,O
rugged,rugged,ADJ,O
Sh,Sh,PROPN,B-geo
i,##i,PROPN,I-geo
',##',PROPN,I-geo
na,##na,PROPN,I-geo
o,##o,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
was,was,AUX,O
const,const,ADV,O
antly,##antly,ADV,O
wa,wa,VERB,O
iting,##iting,VERB,O
for,for,ADP,O
any,any,DET,O
inv,inv,NOUN,O
aders,##aders,NOUN,O
who,who,PRON,O
d,d,VERB,O
ared,##ared,VERB,O
come,come,VERB,O
close,close,ADV,O
.,.,PUNCT,O
###,###,SPACE,O
Starting,Starting,VERB,O
from,from,ADP,O
the,the,DET,O
23,23,NOUN,O
rd,##rd,NOUN,O
",",",",PUNCT,O
the,the,DET,O
Japanese,Japanese,ADJ,O
arm,arm,NOUN,O
y,##y,NOUN,O
in,in,ADP,O
Yang,Yang,PROPN,B-geo
qu,##qu,PROPN,I-geo
an,##an,PROPN,I-geo
",",",",PUNCT,O
backed,backed,VERB,O
by,by,ADP,O
he,he,NOUN,O
lic,##lic,NOUN,O
op,##op,NOUN,O
ters,##ters,NOUN,O
",",",",PUNCT,O
laun,laun,VERB,O
ched,##ched,VERB,O
non,non,ADJ,O
stop,##stop,ADJ,O
f,f,ADJ,O
ierce,##ierce,ADJ,O
attacks,attacks,NOUN,O
on,on,ADP,O
Sh,Sh,PROPN,B-geo
i,##i,PROPN,I-geo
',##',PROPN,I-geo
na,##na,PROPN,I-geo
o,##o,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
using,using,VERB,O
chemical,chemical,ADJ,O
weapons,weapons,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
During,During,ADP,O
the,the,DET,O
Sh,Sh,PROPN,B-geo
i,##i,PROPN,I-geo
',##',PROPN,I-geo
na,##na,PROPN,I-geo
o,##o,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
battle,battle,NOUN,O
",",",",PUNCT,O
our,our,PRON,O
sold,sold,NOUN,O
iers,##iers,NOUN,O
d,d,VERB,O
ied,##ied,VERB,O
in,in,ADP,O
large,large,ADJ,O
n,n,NOUN,O
umbers,##umbers,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
At,At,ADP,O
that,that,DET,O
time,time,NOUN,O
",",",",PUNCT,O
the,the,DET,O
H,H,PROPN,O
undred,##undred,PROPN,O
Reg,Reg,PROPN,O
iments,##iments,PROPN,O
Off,Off,PROPN,O
ensive,##ensive,PROPN,O
great,great,ADV,O
ly,##ly,ADV,O
enc,enc,VERB,O
our,##our,VERB,O
aged,##aged,VERB,O
the,the,DET,O
v,v,ADJ,O
ast,##ast,ADJ,O
n,n,NOUN,O
umbers,##umbers,NOUN,O
of,of,ADP,O
sold,sold,NOUN,O
iers,##iers,NOUN,O
and,and,CCONJ,O
civil,civil,NOUN,O
ians,##ians,NOUN,O
",",",",PUNCT,O
with,with,ADP,O
news,news,NOUN,O
of,of,ADP,O
fighting,fighting,NOUN,O
sp,sp,VERB,O
reading,##reading,VERB,O
rap,rap,ADV,O
id,##id,ADV,O
ly,##ly,ADV,O
through,through,ADP,O
out,##out,ADP,O
the,the,DET,O
Tai,Tai,PROPN,B-geo
hang,##hang,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
area,area,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
On,On,ADP,O
June,June,PROPN,O
30,30,NUM,O
",",",",PUNCT,O
1987,1987,NUM,O
",",",",PUNCT,O
the,the,DET,O
Mon,Mon,PROPN,O
ument,##ument,PROPN,O
to,to,ADP,O
the,the,DET,O
H,H,PROPN,O
undred,##undred,PROPN,O
Reg,Reg,PROPN,O
iments,##iments,PROPN,O
Off,Off,PROPN,O
ensive,##ensive,PROPN,O
was,was,AUX,O
ere,ere,VERB,O
ct,##ct,VERB,O
ed,##ed,VERB,O
on,on,ADP,O
Sh,Sh,PROPN,B-geo
i,##i,PROPN,I-geo
',##',PROPN,I-geo
na,##na,PROPN,I-geo
o,##o,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
in,in,ADP,O
Yang,Yang,PROPN,B-geo
qu,##qu,PROPN,I-geo
an,##an,PROPN,I-geo
",",",",PUNCT,O
Sh,Sh,PROPN,B-geo
an,##an,PROPN,I-geo
xi,##xi,PROPN,I-geo
",",",",PUNCT,O
where,where,ADV,O
the,the,DET,O
hero,hero,NOUN,O
es,##es,NOUN,O
had,had,AUX,O
f,f,VERB,O
ought,##ought,VERB,O
the,the,DET,O
battle,battle,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Old,Old,ADJ,O
Li,Li,PROPN,O
J,J,PROPN,O
ing,##ing,PROPN,O
t,##t,PROPN,O
ang,##ang,PROPN,O
still,still,ADV,O
tell,tell,VERB,O
s,##s,VERB,O
vis,vis,NOUN,O
itors,##itors,NOUN,O
old,old,ADJ,O
war,war,NOUN,O
stories,stories,NOUN,O
circ,circ,VERB,O
ulating,##ulating,VERB,O
in,in,ADP,O
the,the,DET,O
Tai,Tai,PROPN,B-geo
h,##h,PROPN,I-geo
ong,##ong,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
area,area,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Tai,Tai,PROPN,B-geo
hang,##hang,PROPN,I-geo
M,M,PROPN,I-geo
ountain,##ountain,PROPN,I-geo
